visit_id,user_id,location,plan_type,check_in_dt,check_out_dt,hours_used,amount_sar,cost_sar,profit_sar
V2025-08-28-695778,U000575,Dammam - Waterfront,Enterprise,2025-08-28 08:45:00,2025-08-28 14:03:00,5.3,42.4,25.44,16.96
V2025-08-28-055744,U000144,Dammam - Waterfront,Pro,2025-08-28 09:40:00,2025-08-28 13:38:00,3.96,39.6,23.76,15.84
V2025-08-28-777204,U000538,Dammam - Waterfront,Standard,2025-08-28 11:35:00,2025-08-28 14:27:00,2.87,34.44,20.66,13.78
V2025-08-28-576826,U000204,Dammam - Waterfront,Standard,2025-08-28 15:00:00,2025-08-28 17:58:00,2.96,35.52,21.31,14.21
V2025-08-28-181195,U000236,Dammam - Waterfront,Enterprise,2025-08-28 16:37:00,2025-08-28 21:50:00,5.21,41.68,25.01,16.67
V2025-08-28-682889,U000270,Dammam - Waterfront,Standard,2025-08-28 09:28:00,2025-08-28 12:14:00,2.76,33.12,19.87,13.25
V2025-08-28-049197,U000457,Dammam - Waterfront,Standard,2025-08-28 10:27:00,2025-08-28 13:34:00,3.11,37.32,22.39,14.93
V2025-08-28-645530,U000045,Dammam - Waterfront,Standard,2025-08-28 12:54:00,2025-08-28 15:43:00,2.81,33.72,20.23,13.49
V2025-08-28-553482,U000070,Dammam - Waterfront,Flex,2025-08-28 14:10:00,2025-08-28 16:18:00,2.13,31.95,19.17,12.78
V2025-08-28-460869,U000386,Dammam - Waterfront,Enterprise,2025-08-28 11:00:00,2025-08-28 16:01:00,5.02,40.16,24.1,16.06
V2025-08-28-689175,U000276,Dammam - Waterfront,Enterprise,2025-08-28 08:27:00,2025-08-28 12:45:00,4.3,34.4,20.64,13.76
V2025-08-29-565045,U000497,Riyadh - Olaya,Enterprise,2025-08-29 08:02:00,2025-08-29 13:19:00,5.29,42.32,25.39,16.93
V2025-08-29-331573,U000049,Riyadh - Olaya,Flex,2025-08-29 09:58:00,2025-08-29 12:11:00,2.22,33.3,19.98,13.32
V2025-08-29-003859,U000276,Riyadh - Olaya,Enterprise,2025-08-29 09:45:00,2025-08-29 14:07:00,4.36,34.88,20.93,13.95
V2025-08-29-788309,U000015,Riyadh - Olaya,Flex,2025-08-29 13:25:00,2025-08-29 14:36:00,1.18,17.7,10.62,7.08
V2025-08-29-118011,U000558,Riyadh - Olaya,Pro,2025-08-29 14:31:00,2025-08-29 18:24:00,3.89,38.9,23.34,15.56
V2025-08-29-865947,U000432,Riyadh - Olaya,Flex,2025-08-29 11:01:00,2025-08-29 13:20:00,2.32,34.8,20.88,13.92
V2025-08-29-297833,U000218,Riyadh - Olaya,Standard,2025-08-29 14:09:00,2025-08-29 17:17:00,3.13,37.56,22.54,15.02
V2025-08-29-858935,U000057,Riyadh - Olaya,Enterprise,2025-08-29 16:23:00,2025-08-29 21:07:00,4.74,37.92,22.75,15.17
V2025-08-29-129947,U000147,Riyadh - Olaya,Pro,2025-08-29 16:40:00,2025-08-29 20:29:00,3.82,38.2,22.92,15.28
V2025-08-29-528767,U000378,Riyadh - Olaya,Flex,2025-08-29 13:07:00,2025-08-29 14:03:00,0.94,14.1,8.46,5.64
V2025-08-29-814327,U000322,Riyadh - Olaya,Pro,2025-08-29 10:45:00,2025-08-29 15:22:00,4.61,46.1,27.66,18.44
V2025-08-29-573174,U000671,Riyadh - Olaya,Standard,2025-08-29 16:17:00,2025-08-29 19:16:00,2.98,35.76,21.46,14.3
V2025-08-29-425047,U000643,Riyadh - Olaya,Flex,2025-08-29 11:33:00,2025-08-29 12:59:00,1.44,21.6,12.96,8.64
V2025-08-29-841482,U000648,Riyadh - Olaya,Enterprise,2025-08-29 09:21:00,2025-08-29 13:54:00,4.55,36.4,21.84,14.56
V2025-08-29-678882,U000245,Riyadh - Olaya,Pro,2025-08-29 09:24:00,2025-08-29 12:41:00,3.28,32.8,19.68,13.12
V2025-08-29-565045,U000497,Riyadh - Olaya,Enterprise,2025-08-29 08:56:00,2025-08-29 13:27:00,4.52,36.16,21.7,14.46
V2025-08-29-447465,U000367,Riyadh - Olaya,Pro,2025-08-29 15:22:00,2025-08-29 20:28:00,5.1,51.0,30.6,20.4
V2025-08-29-678882,U000245,Riyadh - Olaya,Pro,2025-08-29 09:00:00,2025-08-29 12:53:00,3.88,38.8,23.28,15.52
V2025-08-29-315344,U000266,Riyadh - Olaya,Pro,2025-08-29 08:50:00,2025-08-29 12:02:00,3.2,32.0,19.2,12.8
V2025-08-29-425047,U000643,Riyadh - Olaya,Flex,2025-08-29 11:58:00,2025-08-29 13:33:00,1.58,23.7,14.22,9.48
V2025-08-29-148674,U000672,Riyadh - Olaya,Flex,2025-08-29 12:51:00,2025-08-29 14:48:00,1.95,29.25,17.55,11.7
V2025-08-29-087500,U000543,Riyadh - Olaya,Enterprise,2025-08-29 15:21:00,2025-08-29 19:38:00,4.29,34.32,20.59,13.73
V2025-08-29-104373,U000050,Riyadh - Olaya,Flex,2025-08-29 11:41:00,2025-08-29 13:35:00,1.9,28.5,17.1,11.4
V2025-08-29-006087,U000514,Riyadh - Olaya,Flex,2025-08-29 13:10:00,2025-08-29 15:16:00,2.1,31.5,18.9,12.6
V2025-08-29-598355,U000308,Riyadh - Olaya,Enterprise,2025-08-29 10:54:00,2025-08-29 15:07:00,4.22,33.76,20.26,13.5
V2025-08-29-686596,U000592,Riyadh - Olaya,Pro,2025-08-29 09:02:00,2025-08-29 12:31:00,3.48,34.8,20.88,13.92
V2025-08-29-500268,U000160,Riyadh - Olaya,Enterprise,2025-08-29 12:08:00,2025-08-29 16:46:00,4.64,37.12,22.27,14.85
V2025-08-29-733968,U000687,Riyadh - Olaya,Enterprise,2025-08-29 12:34:00,2025-08-29 16:50:00,4.26,34.08,20.45,13.63
V2025-08-29-212279,U000211,Riyadh - Olaya,Flex,2025-08-29 11:28:00,2025-08-29 12:53:00,1.41,21.15,12.69,8.46
V2025-08-29-847054,U000457,Riyadh - Olaya,Standard,2025-08-29 09:35:00,2025-08-29 12:58:00,3.39,40.68,24.41,16.27
V2025-08-29-660162,U000242,Riyadh - Olaya,Enterprise,2025-08-29 15:38:00,2025-08-29 20:27:00,4.81,38.48,23.09,15.39
V2025-08-29-038743,U000579,Riyadh - Olaya,Standard,2025-08-29 08:27:00,2025-08-29 11:17:00,2.83,33.96,20.38,13.58
V2025-08-29-865947,U000432,Riyadh - Olaya,Flex,2025-08-29 11:58:00,2025-08-29 13:38:00,1.66,24.9,14.94,9.96
V2025-08-29-859480,U000522,Riyadh - Olaya,Flex,2025-08-29 13:13:00,2025-08-29 14:45:00,1.53,22.95,13.77,9.18
V2025-08-29-015447,U000527,Riyadh - Olaya,Pro,2025-08-29 08:36:00,2025-08-29 12:31:00,3.92,39.2,23.52,15.68
V2025-08-29-240508,U000083,Riyadh - Olaya,Flex,2025-08-29 10:32:00,2025-08-29 12:27:00,1.92,28.8,17.28,11.52
V2025-08-29-543623,U000005,Riyadh - Olaya,Flex,2025-08-29 12:54:00,2025-08-29 15:29:00,2.59,38.85,23.31,15.54
V2025-08-29-689508,U000478,Riyadh - Olaya,Enterprise,2025-08-29 09:06:00,2025-08-29 13:08:00,4.03,32.24,19.34,12.9
V2025-08-29-528579,U000281,Riyadh - Olaya,Standard,2025-08-29 13:26:00,2025-08-29 16:16:00,2.84,34.08,20.45,13.63
V2025-08-29-076040,U000386,Riyadh - Olaya,Enterprise,2025-08-29 11:59:00,2025-08-29 16:33:00,4.56,36.48,21.89,14.59
V2025-08-29-484708,U000416,Riyadh - Olaya,Enterprise,2025-08-29 13:25:00,2025-08-29 17:48:00,4.38,35.04,21.02,14.02
V2025-08-29-003859,U000276,Riyadh - Olaya,Enterprise,2025-08-29 09:47:00,2025-08-29 14:38:00,4.85,38.8,23.28,15.52
V2025-08-29-060906,U000282,Riyadh - Olaya,Pro,2025-08-29 16:02:00,2025-08-29 20:09:00,4.12,41.2,24.72,16.48
V2025-08-29-731016,U000143,Riyadh - Olaya,Enterprise,2025-08-29 13:11:00,2025-08-29 17:22:00,4.19,33.52,20.11,13.41
V2025-08-29-686596,U000592,Riyadh - Olaya,Pro,2025-08-29 09:29:00,2025-08-29 13:17:00,3.8,38.0,22.8,15.2
V2025-08-29-731016,U000143,Riyadh - Olaya,Enterprise,2025-08-29 13:08:00,2025-08-29 18:16:00,5.14,41.12,24.67,16.45
V2025-08-29-795688,U000523,Riyadh - Olaya,Flex,2025-08-29 15:37:00,2025-08-29 17:43:00,2.1,31.5,18.9,12.6
V2025-08-29-344907,U000566,Riyadh - Olaya,Pro,2025-08-29 11:10:00,2025-08-29 14:43:00,3.55,35.5,21.3,14.2
V2025-08-29-633301,U000634,Riyadh - Olaya,Pro,2025-08-29 12:22:00,2025-08-29 16:26:00,4.06,40.6,24.36,16.24
V2025-08-29-104373,U000050,Riyadh - Olaya,Flex,2025-08-29 11:01:00,2025-08-29 12:24:00,1.38,20.7,12.42,8.28
V2025-08-29-098447,U000405,Riyadh - Olaya,Standard,2025-08-29 11:09:00,2025-08-29 14:45:00,3.6,43.2,25.92,17.28
V2025-08-29-288853,U000333,Riyadh - Olaya,Pro,2025-08-29 08:04:00,2025-08-29 12:12:00,4.14,41.4,24.84,16.56
V2025-08-29-589777,U000155,Riyadh - Olaya,Enterprise,2025-08-29 08:12:00,2025-08-29 12:31:00,4.31,34.48,20.69,13.79
V2025-08-29-087920,U000311,Riyadh - Olaya,Pro,2025-08-29 16:29:00,2025-08-29 20:18:00,3.82,38.2,22.92,15.28
V2025-08-29-240508,U000083,Riyadh - Olaya,Flex,2025-08-29 10:00:00,2025-08-29 10:56:00,0.93,13.95,8.37,5.58
V2025-08-29-847780,U000043,Riyadh - Digital City,Pro,2025-08-29 11:22:00,2025-08-29 15:32:00,4.17,41.7,25.02,16.68
V2025-08-29-225357,U000615,Riyadh - Digital City,Standard,2025-08-29 13:43:00,2025-08-29 16:03:00,2.33,27.96,16.78,11.18
V2025-08-29-240876,U000011,Riyadh - Digital City,Flex,2025-08-29 11:57:00,2025-08-29 13:30:00,1.55,23.25,13.95,9.3
V2025-08-29-496347,U000558,Riyadh - Digital City,Pro,2025-08-29 14:13:00,2025-08-29 18:26:00,4.22,42.2,25.32,16.88
V2025-08-29-293578,U000544,Riyadh - Digital City,Flex,2025-08-29 09:20:00,2025-08-29 11:26:00,2.1,31.5,18.9,12.6
V2025-08-29-423367,U000681,Riyadh - Digital City,Enterprise,2025-08-29 12:04:00,2025-08-29 16:36:00,4.53,36.24,21.74,14.5
V2025-08-29-022522,U000057,Riyadh - Digital City,Enterprise,2025-08-29 16:17:00,2025-08-29 21:37:00,5.33,42.64,25.58,17.06
V2025-08-29-734686,U000266,Riyadh - Digital City,Pro,2025-08-29 08:48:00,2025-08-29 12:53:00,4.09,40.9,24.54,16.36
V2025-08-29-125479,U000156,Riyadh - Digital City,Flex,2025-08-29 12:36:00,2025-08-29 14:13:00,1.61,24.15,14.49,9.66
V2025-08-29-315488,U000236,Riyadh - Digital City,Enterprise,2025-08-29 14:03:00,2025-08-29 18:41:00,4.63,37.04,22.22,14.82
V2025-08-29-307986,U000483,Riyadh - Digital City,Standard,2025-08-29 09:25:00,2025-08-29 12:21:00,2.94,35.28,21.17,14.11
V2025-08-29-318581,U000470,Riyadh - Digital City,Flex,2025-08-29 08:47:00,2025-08-29 10:49:00,2.03,30.45,18.27,12.18
V2025-08-29-654671,U000388,Riyadh - Digital City,Enterprise,2025-08-29 09:45:00,2025-08-29 14:05:00,4.34,34.72,20.83,13.89
V2025-08-29-476591,U000522,Riyadh - Digital City,Flex,2025-08-29 13:31:00,2025-08-29 15:13:00,1.7,25.5,15.3,10.2
V2025-08-29-725744,U000538,Riyadh - Digital City,Standard,2025-08-29 12:59:00,2025-08-29 15:11:00,2.2,26.4,15.84,10.56
V2025-08-29-236479,U000390,Riyadh - Digital City,Flex,2025-08-29 12:01:00,2025-08-29 13:05:00,1.06,15.9,9.54,6.36
V2025-08-29-912886,U000096,Riyadh - Digital City,Standard,2025-08-29 13:27:00,2025-08-29 16:05:00,2.63,31.56,18.94,12.62
V2025-08-29-626452,U000195,Riyadh - Digital City,Standard,2025-08-29 09:48:00,2025-08-29 13:19:00,3.52,42.24,25.34,16.9
V2025-08-29-829630,U000183,Riyadh - Digital City,Enterprise,2025-08-29 13:30:00,2025-08-29 17:49:00,4.32,34.56,20.74,13.82
V2025-08-29-305683,U000144,Riyadh - Digital City,Pro,2025-08-29 08:42:00,2025-08-29 13:13:00,4.52,45.2,27.12,18.08
V2025-08-29-375167,U000489,Riyadh - Digital City,Flex,2025-08-29 09:12:00,2025-08-29 10:51:00,1.65,24.75,14.85,9.9
V2025-08-29-467937,U000665,Riyadh - Digital City,Pro,2025-08-29 12:45:00,2025-08-29 16:55:00,4.16,41.6,24.96,16.64
V2025-08-29-355104,U000462,Riyadh - Digital City,Flex,2025-08-29 09:44:00,2025-08-29 10:49:00,1.08,16.2,9.72,6.48
V2025-08-29-379841,U000285,Riyadh - Digital City,Pro,2025-08-29 15:16:00,2025-08-29 19:23:00,4.11,41.1,24.66,16.44
V2025-08-29-058298,U000444,Riyadh - Digital City,Pro,2025-08-29 16:19:00,2025-08-29 20:14:00,3.92,39.2,23.52,15.68
V2025-08-29-378773,U000206,Riyadh - Digital City,Standard,2025-08-29 13:07:00,2025-08-29 15:51:00,2.73,32.76,19.66,13.1
V2025-08-29-513197,U000517,Riyadh - Digital City,Pro,2025-08-29 12:11:00,2025-08-29 16:27:00,4.27,42.7,25.62,17.08
V2025-08-29-646064,U000598,Riyadh - Digital City,Flex,2025-08-29 09:59:00,2025-08-29 11:17:00,1.3,19.5,11.7,7.8
V2025-08-29-514524,U000566,Riyadh - Digital City,Pro,2025-08-29 11:23:00,2025-08-29 15:27:00,4.07,40.7,24.42,16.28
V2025-08-29-785823,U000109,Riyadh - Digital City,Standard,2025-08-29 09:45:00,2025-08-29 13:20:00,3.59,43.08,25.85,17.23
V2025-08-29-912886,U000096,Riyadh - Digital City,Standard,2025-08-29 13:54:00,2025-08-29 16:41:00,2.79,33.48,20.09,13.39
V2025-08-29-390611,U000543,Riyadh - Digital City,Enterprise,2025-08-29 15:07:00,2025-08-29 19:16:00,4.15,33.2,19.92,13.28
V2025-08-29-750476,U000429,Riyadh - Digital City,Standard,2025-08-29 13:45:00,2025-08-29 16:50:00,3.08,36.96,22.18,14.78
V2025-08-29-912886,U000096,Riyadh - Digital City,Standard,2025-08-29 13:29:00,2025-08-29 16:42:00,3.21,38.52,23.11,15.41
V2025-08-29-617797,U000154,Riyadh - Digital City,Standard,2025-08-29 15:27:00,2025-08-29 18:56:00,3.49,41.88,25.13,16.75
V2025-08-29-753816,U000207,Riyadh - Digital City,Flex,2025-08-29 09:08:00,2025-08-29 11:04:00,1.94,29.1,17.46,11.64
V2025-08-29-071899,U000249,Riyadh - Digital City,Standard,2025-08-29 15:45:00,2025-08-29 18:23:00,2.64,31.68,19.01,12.67
V2025-08-29-815398,U000666,Riyadh - Digital City,Standard,2025-08-29 11:06:00,2025-08-29 14:33:00,3.45,41.4,24.84,16.56
V2025-08-29-686361,U000575,Riyadh - Digital City,Enterprise,2025-08-29 08:49:00,2025-08-29 13:14:00,4.41,35.28,21.17,14.11
V2025-08-29-476344,U000376,Riyadh - Digital City,Flex,2025-08-29 09:03:00,2025-08-29 10:39:00,1.6,24.0,14.4,9.6
V2025-08-29-247187,U000120,Riyadh - Digital City,Standard,2025-08-29 16:50:00,2025-08-29 20:19:00,3.48,41.76,25.06,16.7
V2025-08-29-908299,U000594,Riyadh - Digital City,Enterprise,2025-08-29 09:24:00,2025-08-29 13:33:00,4.15,33.2,19.92,13.28
V2025-08-29-126579,U000696,Riyadh - Digital City,Enterprise,2025-08-29 14:36:00,2025-08-29 19:27:00,4.85,38.8,23.28,15.52
V2025-08-29-390611,U000543,Riyadh - Digital City,Enterprise,2025-08-29 15:36:00,2025-08-29 20:29:00,4.89,39.12,23.47,15.65
V2025-08-29-656315,U000587,Riyadh - Digital City,Flex,2025-08-29 12:33:00,2025-08-29 14:55:00,2.36,35.4,21.24,14.16
V2025-08-29-206567,U000172,Riyadh - Digital City,Pro,2025-08-29 09:21:00,2025-08-29 13:35:00,4.24,42.4,25.44,16.96
V2025-08-29-894315,U000063,Riyadh - Digital City,Pro,2025-08-29 14:38:00,2025-08-29 18:31:00,3.88,38.8,23.28,15.52
V2025-08-29-344972,U000337,Riyadh - Digital City,Pro,2025-08-29 09:09:00,2025-08-29 13:00:00,3.85,38.5,23.1,15.4
V2025-08-29-449036,U000364,Riyadh - Digital City,Standard,2025-08-29 14:12:00,2025-08-29 17:11:00,2.99,35.88,21.53,14.35
V2025-08-29-247656,U000229,Jeddah - Corniche,Standard,2025-08-29 16:03:00,2025-08-29 18:26:00,2.39,28.68,17.21,11.47
V2025-08-29-105468,U000120,Jeddah - Corniche,Standard,2025-08-29 16:38:00,2025-08-29 20:15:00,3.62,43.44,26.06,17.38
V2025-08-29-734795,U000623,Jeddah - Corniche,Standard,2025-08-29 15:28:00,2025-08-29 18:20:00,2.87,34.44,20.66,13.78
V2025-08-29-653981,U000057,Jeddah - Corniche,Enterprise,2025-08-29 16:29:00,2025-08-29 21:34:00,5.09,40.72,24.43,16.29
V2025-08-29-403208,U000566,Jeddah - Corniche,Pro,2025-08-29 11:31:00,2025-08-29 15:29:00,3.97,39.7,23.82,15.88
V2025-08-29-653981,U000057,Jeddah - Corniche,Enterprise,2025-08-29 16:11:00,2025-08-29 21:05:00,4.9,39.2,23.52,15.68
V2025-08-29-759367,U000293,Jeddah - Corniche,Enterprise,2025-08-29 10:53:00,2025-08-29 15:29:00,4.6,36.8,22.08,14.72
V2025-08-29-698976,U000277,Jeddah - Corniche,Flex,2025-08-29 15:25:00,2025-08-29 17:15:00,1.84,27.6,16.56,11.04
V2025-08-29-576813,U000147,Jeddah - Corniche,Pro,2025-08-29 16:40:00,2025-08-29 20:38:00,3.96,39.6,23.76,15.84
V2025-08-29-627410,U000154,Jeddah - Corniche,Standard,2025-08-29 15:43:00,2025-08-29 18:48:00,3.08,36.96,22.18,14.78
V2025-08-29-528524,U000700,Jeddah - Corniche,Enterprise,2025-08-29 15:04:00,2025-08-29 19:01:00,3.95,31.6,18.96,12.64
V2025-08-29-493093,U000325,Jeddah - Corniche,Flex,2025-08-29 16:37:00,2025-08-29 17:50:00,1.21,18.15,10.89,7.26
V2025-08-29-702304,U000439,Jeddah - Corniche,Enterprise,2025-08-29 14:21:00,2025-08-29 19:12:00,4.85,38.8,23.28,15.52
V2025-08-29-315862,U000304,Jeddah - Corniche,Standard,2025-08-29 10:58:00,2025-08-29 13:39:00,2.69,32.28,19.37,12.91
V2025-08-29-516493,U000514,Jeddah - Corniche,Flex,2025-08-29 13:53:00,2025-08-29 14:54:00,1.01,15.15,9.09,6.06
V2025-08-29-232419,U000612,Jeddah - Corniche,Standard,2025-08-29 10:43:00,2025-08-29 13:44:00,3.01,36.12,21.67,14.45
V2025-08-29-015381,U000256,Jeddah - Corniche,Standard,2025-08-29 13:30:00,2025-08-29 16:11:00,2.69,32.28,19.37,12.91
V2025-08-29-552754,U000592,Jeddah - Corniche,Pro,2025-08-29 09:51:00,2025-08-29 14:02:00,4.18,41.8,25.08,16.72
V2025-08-29-623073,U000429,Jeddah - Corniche,Standard,2025-08-29 13:28:00,2025-08-29 15:38:00,2.16,25.92,15.55,10.37
V2025-08-29-438696,U000676,Jeddah - Corniche,Flex,2025-08-29 13:35:00,2025-08-29 15:36:00,2.01,30.15,18.09,12.06
V2025-08-29-780769,U000440,Jeddah - Corniche,Pro,2025-08-29 12:26:00,2025-08-29 15:49:00,3.39,33.9,20.34,13.56
V2025-08-29-590546,U000432,Jeddah - Corniche,Flex,2025-08-29 11:18:00,2025-08-29 13:01:00,1.72,25.8,15.48,10.32
V2025-08-29-286986,U000558,Jeddah - Corniche,Pro,2025-08-29 14:46:00,2025-08-29 18:51:00,4.08,40.8,24.48,16.32
V2025-08-29-834837,U000311,Jeddah - Corniche,Pro,2025-08-29 16:04:00,2025-08-29 19:56:00,3.87,38.7,23.22,15.48
V2025-08-29-056140,U000634,Jeddah - Corniche,Pro,2025-08-29 12:44:00,2025-08-29 16:48:00,4.07,40.7,24.42,16.28
V2025-08-29-634065,U000282,Jeddah - Corniche,Pro,2025-08-29 16:59:00,2025-08-29 21:01:00,4.03,40.3,24.18,16.12
V2025-08-29-144510,U000683,Jeddah - Corniche,Flex,2025-08-29 11:42:00,2025-08-29 12:30:00,0.8,12.0,7.2,4.8
V2025-08-29-921559,U000513,Jeddah - Corniche,Flex,2025-08-29 12:46:00,2025-08-29 14:36:00,1.83,27.45,16.47,10.98
V2025-08-29-552754,U000592,Jeddah - Corniche,Pro,2025-08-29 09:36:00,2025-08-29 13:51:00,4.25,42.5,25.5,17.0
V2025-08-29-741303,U000547,Jeddah - Corniche,Enterprise,2025-08-29 10:05:00,2025-08-29 14:34:00,4.48,35.84,21.5,14.34
V2025-08-29-174688,U000077,Jeddah - Corniche,Standard,2025-08-29 10:51:00,2025-08-29 13:25:00,2.56,30.72,18.43,12.29
V2025-08-29-983248,U000522,Jeddah - Corniche,Flex,2025-08-29 13:32:00,2025-08-29 14:53:00,1.35,20.25,12.15,8.1
V2025-08-29-583481,U000342,Jeddah - Corniche,Enterprise,2025-08-29 10:07:00,2025-08-29 15:07:00,5.0,40.0,24.0,16.0
V2025-08-29-817380,U000354,Jeddah - Corniche,Standard,2025-08-29 10:39:00,2025-08-29 13:49:00,3.16,37.92,22.75,15.17
V2025-08-29-853337,U000390,Jeddah - Corniche,Flex,2025-08-29 12:44:00,2025-08-29 14:15:00,1.51,22.65,13.59,9.06
V2025-08-29-698976,U000277,Jeddah - Corniche,Flex,2025-08-29 15:24:00,2025-08-29 17:31:00,2.11,31.65,18.99,12.66
V2025-08-29-444580,U000070,Jeddah - Corniche,Flex,2025-08-29 14:57:00,2025-08-29 16:25:00,1.46,21.9,13.14,8.76
V2025-08-29-463773,U000155,Jeddah - Corniche,Enterprise,2025-08-29 08:15:00,2025-08-29 13:06:00,4.85,38.8,23.28,15.52
V2025-08-29-150830,U000608,Jeddah - Corniche,Flex,2025-08-29 08:31:00,2025-08-29 10:05:00,1.57,23.55,14.13,9.42
V2025-08-29-304672,U000360,Jeddah - Corniche,Pro,2025-08-29 10:20:00,2025-08-29 14:07:00,3.78,37.8,22.68,15.12
V2025-08-29-866107,U000095,Jeddah - Corniche,Standard,2025-08-29 08:32:00,2025-08-29 11:11:00,2.65,31.8,19.08,12.72
V2025-08-29-993764,U000426,Jeddah - Corniche,Standard,2025-08-29 13:29:00,2025-08-29 16:45:00,3.27,39.24,23.54,15.7
V2025-08-29-469476,U000505,Jeddah - Corniche,Pro,2025-08-29 11:20:00,2025-08-29 15:24:00,4.06,40.6,24.36,16.24
V2025-08-29-623198,U000364,Jeddah - Corniche,Standard,2025-08-29 14:58:00,2025-08-29 18:04:00,3.1,37.2,22.32,14.88
V2025-08-29-789700,U000212,Jeddah - Corniche,Enterprise,2025-08-29 15:24:00,2025-08-29 19:27:00,4.05,32.4,19.44,12.96
V2025-08-29-373210,U000439,Dammam - Waterfront,Enterprise,2025-08-29 14:45:00,2025-08-29 19:07:00,4.37,34.96,20.98,13.98
V2025-08-29-214938,U000448,Dammam - Waterfront,Enterprise,2025-08-29 09:46:00,2025-08-29 14:01:00,4.25,34.0,20.4,13.6
V2025-08-29-360022,U000615,Dammam - Waterfront,Standard,2025-08-29 13:29:00,2025-08-29 16:01:00,2.53,30.36,18.22,12.14
V2025-08-29-103085,U000139,Dammam - Waterfront,Enterprise,2025-08-29 09:42:00,2025-08-29 14:56:00,5.23,41.84,25.1,16.74
V2025-08-29-728879,U000660,Dammam - Waterfront,Enterprise,2025-08-29 12:03:00,2025-08-29 17:14:00,5.19,41.52,24.91,16.61
V2025-08-29-425913,U000043,Dammam - Waterfront,Pro,2025-08-29 11:05:00,2025-08-29 14:49:00,3.73,37.3,22.38,14.92
V2025-08-29-015877,U000665,Dammam - Waterfront,Pro,2025-08-29 12:16:00,2025-08-29 15:57:00,3.69,36.9,22.14,14.76
V2025-08-29-557285,U000120,Dammam - Waterfront,Standard,2025-08-29 16:06:00,2025-08-29 18:20:00,2.23,26.76,16.06,10.7
V2025-08-29-361327,U000212,Dammam - Waterfront,Enterprise,2025-08-29 15:17:00,2025-08-29 19:59:00,4.7,37.6,22.56,15.04
V2025-08-29-252674,U000206,Dammam - Waterfront,Standard,2025-08-29 13:56:00,2025-08-29 17:10:00,3.23,38.76,23.26,15.5
V2025-08-29-869523,U000143,Dammam - Waterfront,Enterprise,2025-08-29 13:46:00,2025-08-29 17:54:00,4.13,33.04,19.82,13.22
V2025-08-29-202845,U000470,Dammam - Waterfront,Flex,2025-08-29 08:47:00,2025-08-29 10:55:00,2.13,31.95,19.17,12.78
V2025-08-29-324589,U000311,Dammam - Waterfront,Pro,2025-08-29 16:52:00,2025-08-29 21:15:00,4.38,43.8,26.28,17.52
V2025-08-29-845880,U000019,Dammam - Waterfront,Enterprise,2025-08-29 13:33:00,2025-08-29 17:45:00,4.2,33.6,20.16,13.44
V2025-08-29-815723,U000619,Dammam - Waterfront,Standard,2025-08-29 11:57:00,2025-08-29 14:28:00,2.51,30.12,18.07,12.05
V2025-08-29-034039,U000124,Dammam - Waterfront,Pro,2025-08-29 09:30:00,2025-08-29 13:34:00,4.07,40.7,24.42,16.28
V2025-08-29-509785,U000308,Dammam - Waterfront,Enterprise,2025-08-29 10:04:00,2025-08-29 14:45:00,4.69,37.52,22.51,15.01
V2025-08-29-105819,U000186,Dammam - Waterfront,Enterprise,2025-08-29 14:18:00,2025-08-29 18:58:00,4.67,37.36,22.42,14.94
V2025-08-29-797980,U000022,Dammam - Waterfront,Flex,2025-08-29 16:13:00,2025-08-29 17:05:00,0.86,12.9,7.74,5.16
V2025-08-29-871755,U000427,Dammam - Waterfront,Pro,2025-08-29 14:30:00,2025-08-29 17:47:00,3.29,32.9,19.74,13.16
V2025-08-29-509154,U000575,Dammam - Waterfront,Enterprise,2025-08-29 08:34:00,2025-08-29 13:09:00,4.58,36.64,21.98,14.66
V2025-08-29-980982,U000155,Dammam - Waterfront,Enterprise,2025-08-29 08:07:00,2025-08-29 12:25:00,4.3,34.4,20.64,13.76
V2025-08-29-659747,U000388,Dammam - Waterfront,Enterprise,2025-08-29 09:44:00,2025-08-29 14:37:00,4.88,39.04,23.42,15.62
V2025-08-29-050636,U000416,Dammam - Waterfront,Enterprise,2025-08-29 13:55:00,2025-08-29 18:23:00,4.47,35.76,21.46,14.3
V2025-08-29-001551,U000249,Dammam - Waterfront,Standard,2025-08-29 15:11:00,2025-08-29 17:53:00,2.7,32.4,19.44,12.96
V2025-08-29-415258,U000211,Dammam - Waterfront,Flex,2025-08-29 11:07:00,2025-08-29 12:47:00,1.66,24.9,14.94,9.96
V2025-08-29-761059,U000160,Dammam - Waterfront,Enterprise,2025-08-29 12:08:00,2025-08-29 16:08:00,4.0,32.0,19.2,12.8
V2025-08-29-854328,U000390,Dammam - Waterfront,Flex,2025-08-29 12:55:00,2025-08-29 13:48:00,0.88,13.2,7.92,5.28
V2025-08-29-808103,U000285,Dammam - Waterfront,Pro,2025-08-29 15:07:00,2025-08-29 19:08:00,4.01,40.1,24.06,16.04
V2025-08-29-026993,U000597,Dammam - Waterfront,Enterprise,2025-08-29 16:09:00,2025-08-29 20:13:00,4.07,32.56,19.54,13.02
V2025-08-29-549137,U000612,Dammam - Waterfront,Standard,2025-08-29 10:36:00,2025-08-29 13:13:00,2.61,31.32,18.79,12.53
V2025-08-29-250659,U000190,Dammam - Waterfront,Enterprise,2025-08-29 13:02:00,2025-08-29 17:24:00,4.37,34.96,20.98,13.98
